Rk,PER,TS%,FTr,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
124,13.1,0.531,0.283,20.7,0.8,1.5,2.3,0.075,-0.5,-0.4,-0.8,0.4
125,26.2,0.607,0.504,32,11.1,5,16.1,0.238,6.3,0.8,7.1,7.5
126,9.6,0.527,0.156,17.4,0.3,0.1,0.4,0.014,-1.6,-1.9,-3.5,-0.5
127,16.7,0.517,0.276,29.5,0,1.3,1.3,0.023,0.1,-1.5,-1.4,0.4
128,5.5,0.349,0.333,12.5,0,0.1,0,0.022,-4.7,-1.5,-6.2,-0.1
128,5.4,0.36,0.154,10.9,0,0.1,0.1,0.044,-4.9,-0.9,-5.7,-0.1
128,6.3,0.301,1.5,37.8,0,0,0,-0.326,-2.6,-11.5,-14,0
129,12.2,0.539,0.155,15.4,2.1,1.1,3.1,0.114,-0.4,-0.6,-0.9,0.4
130,11.4,0.498,0.87,17.2,-0.1,0.3,0.2,0.033,-3.5,-1.1,-4.6,-0.2
131,18.2,0.529,0.399,26.2,3.3,2.1,5.4,0.097,1.3,0,1.3,2.2
132,12.3,0.535,0.165,19,1,1.8,2.8,0.093,-0.8,0.5,-0.4,0.6
133,15.2,0.525,0.204,19.2,2.5,4,6.5,0.118,0.1,1.5,1.6,2.3
134,13.1,0.54,0.232,17.7,1.4,1.6,3,0.101,0.6,0.9,1.5,1.3
135,9.7,0.533,0.6,15.8,0.1,0.5,0.6,0.07,-4.7,0.2,-4.4,-0.3
136,9,0.53,0.082,13.8,0.3,0.7,1,0.066,-0.9,-0.4,-1.3,0.1
136,6.5,0.461,0.093,13.2,-0.2,0.4,0.2,0.026,-2.3,-0.2,-2.6,-0.1
136,12.1,0.608,0.069,14.6,0.4,0.3,0.8,0.115,0.8,-0.5,0.3,0.2
137,9.3,0.499,0.237,14,1.2,2.7,3.9,0.085,-2.9,1.3,-1.7,0.2
138,13,0.511,0.284,24.2,-0.6,0.7,0.1,0.002,-0.8,-2.1,-2.9,-0.5
139,13.4,0.507,0.323,21,0.3,1.1,1.4,0.058,-1.4,0,-1.4,0.2
140,9.6,0.49,0.196,11.1,0.2,0.3,0.4,0.085,-3.4,0.2,-3.2,-0.1
141,13.2,0.516,0.234,21.1,1.6,0.7,2.2,0.064,0,-1.2,-1.2,0.3
142,15,0.598,0.172,16.7,4.3,2.2,6.4,0.141,1.8,0.9,2.7,2.6
143,10.5,0.44,0.281,16.6,-0.1,0.6,0.5,0.077,-5.2,0.7,-4.5,-0.2
144,17.3,0.518,0.561,24,0.3,0.3,0.5,0.121,0.6,0.5,1.1,0.2
145,14.8,0.575,0.331,19.3,4.1,1.5,5.6,0.098,1.2,-0.7,0.5,1.7
146,12.4,0.55,0.097,15.7,0.6,0.3,1,0.081,0.1,0.2,0.3,0.3
147,19.4,0.569,0.286,22.1,3.6,3.8,7.3,0.171,1.5,1.9,3.5,2.9
148,19.3,0.617,0.578,16.9,5.9,2.5,8.4,0.164,1.8,1.1,2.8,3
149,22.9,0.593,0.429,21.4,6.8,4.2,11,0.22,3.7,1.3,4.9,4.2
150,16.2,0.535,0.311,22.5,4,2.4,6.4,0.096,0.8,-0.3,0.5,2
151,16.2,0.564,0.492,20.4,0.3,0.1,0.4,0.108,1.7,-0.1,1.6,0.2
152,11.6,0.56,0.112,13,0.8,0.5,1.3,0.084,-0.9,0.1,-0.8,0.2
153,11.3,0.613,0.183,14.2,1.6,1,2.6,0.117,0,0,0,0.5
154,13.8,0.521,0.278,16.7,1.2,3.5,4.7,0.103,-2.4,0.5,-2,0
155,9.2,0.492,0.383,16.7,-0.1,0.3,0.1,0.021,-4.5,-0.3,-4.7,-0.2
155,7.3,0.457,0.571,15.8,-0.1,0.2,0,0.015,-5.4,0.9,-4.5,-0.1
155,10.5,0.513,0.282,17.4,0,0.1,0.1,0.026,-3.8,-1.1,-4.9,-0.1
156,30.9,1,0,8.8,0,0,0,0.336,7.6,13.6,21.2,0
157,22.5,0.584,0.393,25.8,6.5,3.2,9.7,0.216,5.1,1.6,6.7,4.7
158,12.1,0.528,0.172,17.4,1.5,0.9,2.4,0.052,-1,-0.8,-1.8,0.1
159,16.9,0.547,0.359,21,2.3,2.2,4.4,0.121,-1.2,-1,-2.1,-0.1
159,16.1,0.528,0.342,19.8,1.1,1.6,2.7,0.125,-1.8,-0.4,-2.3,-0.1
159,18,0.572,0.38,22.6,1.1,0.6,1.7,0.114,-0.2,-1.7,-1.9,0
160,14,0.534,0.329,24.5,1.8,0.4,2.1,0.059,0.3,-1.8,-1.4,0.2
161,14.1,0.571,0.381,21.5,2.3,0.9,3.2,0.069,0.1,-1,-0.9,0.6
162,13.9,0.563,0.33,13,1.2,2.2,3.4,0.151,-1.7,1.7,0.1,0.6
163,10.6,0.568,0.361,16.2,0.5,0.6,1.1,0.072,-2.6,-0.3,-3,-0.2
164,11.2,0.551,0.271,17.6,0.4,1.2,1.6,0.094,-2.4,0.8,-1.6,0.1
165,19.8,0.564,0.376,28.7,3.5,2.7,6.2,0.131,3.1,0,3.1,2.9
166,16.6,0.551,0.341,16.4,0.5,0.4,0.9,0.142,-1.1,-0.2,-1.3,0.1
166,7,0.374,0.333,22.5,-0.1,0.1,0,-0.013,-5.5,-3.2,-8.7,-0.1
166,18.4,0.612,0.344,15.3,0.6,0.3,0.9,0.172,-0.3,0.4,0.1,0.1
167,12.3,0.48,0.154,18.9,0,0.2,0.2,0.083,-0.9,0.7,-0.2,0.1
168,13.8,0.53,0.208,19.2,2.5,4.2,6.6,0.105,-0.4,0.6,0.2,1.7
169,12.8,0.538,0.21,19.4,1.8,0.3,2.2,0.067,-0.7,-1.5,-2.2,-0.1
170,11.6,0.526,0.253,19.2,0.3,1.2,1.5,0.044,-1.2,-0.4,-1.6,0.1
171,5.2,0.425,0.4,17.6,0,0,0,-0.039,-6.2,-1.9,-8.1,-0.1
172,7.2,0.441,0.306,16.5,-0.2,0.2,0,-0.002,-7,-0.2,-7.2,-0.3
173,11.6,0.555,0.395,14.5,0.3,0.4,0.7,0.107,-2.2,0.3,-1.9,0
174,15.4,0.539,0.238,27.3,0,0.1,0.1,0.065,-0.3,-1.9,-2.2,0
175,14.9,0.505,0.336,27.9,1.2,0.1,1.4,0.043,0.6,-2.7,-2.1,0
176,14.6,0.448,0.502,25.5,0.1,0.6,0.7,0.07,-2.2,-1.2,-3.3,-0.2
177,14,0.551,0.415,20.4,2,2.5,4.5,0.124,-0.7,1.2,0.5,1.1
178,16.8,0.546,0.308,26.8,2.2,1.3,3.5,0.077,0.8,-1.6,-0.8,0.6
179,16.2,0.512,0.437,25.5,1.5,1.2,2.7,0.057,0.7,-1.5,-0.8,0.7
180,7.2,0.416,0.367,20.2,-0.2,0.1,-0.1,-0.037,-6.5,-1.3,-7.9,-0.1
180,6.4,0.404,0.333,21.6,-0.2,0.1,-0.1,-0.073,-6.8,-2,-8.8,-0.1
180,11.9,0.515,0.667,12.6,0,0,0.1,0.179,-4.7,2.3,-2.4,0
181,8.7,0.5,0,10.3,0,0,0,-0.003,-5.9,5.4,-0.5,0
181,9.3,0,0,8.7,0,0,0,-0.028,-6.1,9.9,3.8,0
181,8.5,1,0,10.8,0,0,0,0.004,-5.9,4,-1.8,0
182,14.6,0.538,0.305,17.1,2.8,3.2,6,0.132,-0.8,-0.8,-1.7,0.2
183,6.5,0.465,0.315,12.3,-0.4,0.3,-0.1,-0.003,-4.2,-1.1,-5.3,-0.9
184,13.8,0.507,0.159,19.6,0.5,1.6,2.1,0.054,-1.2,0.1,-1.2,0.4
185,11.7,0.5,0.201,10.8,1.2,2.4,3.6,0.098,-2.2,2,-0.2,0.8
186,9.7,0.521,0.055,16.2,0.3,0.5,0.8,0.038,-2.2,-0.7,-2.9,-0.2
187,16.1,0.588,0.499,13.5,3.7,3,6.7,0.137,-0.3,0.2,-0.1,1.1
187,16.2,0.591,0.472,13.2,2.6,1.9,4.5,0.133,-0.2,-0.2,-0.4,0.7
187,16.1,0.582,0.558,14,1.1,1.1,2.2,0.144,-0.4,1,0.6,0.5
188,11.5,0.53,0.186,21.2,-0.1,0.6,0.6,0.034,-1.5,-0.9,-2.4,-0.1
189,9.7,0.453,0.452,18.2,-0.1,0.5,0.4,0.056,-3.1,0.5,-2.5,0
190,16.2,0.537,0.286,22.2,1.6,2.5,4.1,0.098,-1.5,0.6,-0.9,0.6
191,15.2,0.58,0.312,18.9,1.8,2.5,4.3,0.123,-1,-0.4,-1.4,0.3
192,18.9,0.631,0.58,16.5,7.1,3.7,10.8,0.188,1.6,1.6,3.2,3.6
193,14.7,0.572,0.321,19,4.1,2.6,6.7,0.142,0,0.9,0.9,1.7
194,14,0.561,0.357,16.8,3.7,1.8,5.5,0.109,0.3,0.3,0.6,1.6
195,15,0.528,0.338,18.7,0.8,0.6,1.4,0.105,-2.1,-1.4,-3.5,-0.2
195,14,0.479,0.228,20.3,0.1,0.2,0.3,0.059,-3,-1.6,-4.6,-0.2
195,15.7,0.567,0.431,17.6,0.6,0.4,1,0.135,-1.4,-1.3,-2.7,-0.1
196,11.6,0.501,0.15,16.6,1.2,2.8,4,0.077,-1.6,1,-0.5,0.9
197,12.3,0.526,0.165,18.4,0.2,1,1.2,0.032,-1.1,-0.6,-1.7,0.1
198,11,0.6,0.521,16.6,0.8,0.5,1.2,0.048,-3.9,-0.7,-4.6,-0.8
199,19.4,0.594,0.319,17.6,6.9,3.9,10.9,0.183,1.8,0.5,2.3,3.1
200,10.5,0.495,0.114,20,0,1.1,1.1,0.042,-1.5,-0.5,-2,0
200,11.9,0.527,0.124,20.3,0.4,1,1.4,0.081,-0.4,0,-0.4,0.3
200,7.3,0.416,0.09,19.3,-0.5,0.1,-0.4,-0.047,-4,-1.8,-5.8,-0.4
201,24,0.63,0.978,23.9,6.1,7.1,13.2,0.223,1.6,2.8,4.4,4.6
202,12.7,0.496,0.358,24.8,0.2,0.9,1,0.054,-2.2,-1.1,-3.3,-0.3
202,12,0.492,0.348,24.3,0,0.8,0.8,0.045,-2.5,-1.1,-3.7,-0.4
202,19.2,0.529,0.435,28.8,0.2,0.1,0.3,0.139,0.5,-0.9,-0.4,0
203,10,0.538,0.187,13.9,1.1,1.6,2.6,0.077,-3,-0.4,-3.5,-0.6
204,13.2,0.494,0.245,25,-0.1,0.2,0.1,0.029,-2.4,0.5,-2,0
204,8.7,0.533,0.333,19.9,-0.1,0.1,0,0.003,-3.7,0.4,-3.3,0
204,18.3,0.473,0.2,30.9,0,0.1,0.1,0.06,-1,0.6,-0.4,0
205,12,0.472,0.293,20.9,-0.3,1,0.7,0.03,-2,0.1,-1.9,0
205,12.3,0.473,0.283,20.4,-0.2,0.6,0.4,0.023,-1.9,0.1,-1.8,0
205,11.1,0.467,0.318,22.2,-0.1,0.4,0.3,0.051,-2.1,0,-2.1,0
206,15.1,0.495,0.466,21,0.3,1.6,1.9,0.074,-2.6,-0.9,-3.5,-0.5
206,14.8,0.487,0.383,21.5,0.2,0.4,0.6,0.097,-2.4,-1,-3.4,-0.1
206,15.1,0.498,0.498,20.8,0.1,1.1,1.3,0.066,-2.6,-0.9,-3.5,-0.3
207,12.2,0.546,0.318,15.2,0.9,0.4,1.3,0.08,-3.1,-1,-4.1,-0.4
208,-2.2,0.21,0.067,12.8,-0.4,0.1,-0.3,-0.117,-9.7,-2.4,-12,-0.3
209,7.9,0.4,0.333,23.4,-0.1,0,0,-0.031,-7,-4.9,-11.9,-0.1
210,11.6,0.45,0.837,18.8,-0.1,0.1,0.1,0.018,-2.5,-2.3,-4.8,-0.1
211,15.2,0.562,0.249,16.2,1.3,2.4,3.7,0.134,-2.4,0.9,-1.5,0.2
212,17.8,0.535,0.384,21.8,4,2.8,6.7,0.101,2,0.4,2.4,3.5
213,11.9,0.491,0.231,19,0.5,2,2.5,0.088,-3.1,-0.7,-3.8,-0.6
214,11.6,0.471,0.184,16,0,0.6,0.6,0.084,-4.9,0.8,-4.1,-0.2
215,15.7,0.526,0.217,20.8,2.5,3.3,5.8,0.146,0.1,0.3,0.4,1.1
216,13.4,0.515,0.415,23,0.5,0.2,0.7,0.037,-1,-1.9,-3,-0.2
216,16.9,0.591,0.462,25,0.1,0,0.1,0.074,1.3,-2.7,-1.4,0
216,13.1,0.508,0.41,22.8,0.4,0.2,0.6,0.034,-1.2,-1.9,-3.1,-0.2
217,11,0.527,0.145,13.8,0.2,0.3,0.6,0.086,-2.3,1.6,-0.7,0.1
217,12.6,0.603,0.127,12.2,0.4,0.1,0.6,0.117,-0.3,0.6,0.3,0.1
217,6.8,0.381,0.179,18.2,-0.2,0.2,0,0.003,-7.4,4.2,-3.3,0
218,16.3,0.599,0.359,19.1,4.5,0.2,4.8,0.102,2,-1.6,0.4,1.4
