Rk,PER,TS%,FTr,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
126,11.5,0.534,0.216,15.5,0.6,0.6,1.2,0.066,-2.3,-0.6,-2.9,-0.2
127,10.6,0.519,0.323,16.9,0.4,0.6,1,0.047,-2.2,-0.4,-2.6,-0.1
128,8.6,0.5,0.178,13.5,0.3,0.2,0.5,0.032,-2.4,-2,-4.4,-0.4
129,5.5,0.5,0,9.8,0,0,0,-0.018,-5.3,2.4,-2.9,0
130,21,0.555,0.396,29.6,6.8,2.8,9.6,0.17,3.3,-0.6,2.8,3.2
131,17,0.619,0.375,17.4,1.1,0.8,1.9,0.157,-1.3,0.1,-1.2,0.1
132,14.7,0.543,0.263,16.3,1.6,1.4,2.9,0.105,-0.9,-0.1,-1,0.3
133,15.9,0.527,0.32,20.3,4.3,1.4,5.7,0.118,1.3,-0.7,0.6,1.5
134,10,0.494,0.165,20,0,0.4,0.4,0.02,-1.4,-1.5,-2.9,-0.2
135,11.6,0.532,0.143,17.3,0.3,0.3,0.6,0.06,-1.6,-0.6,-2.3,0
136,5.2,0.337,0.17,18.2,-0.3,0.1,-0.1,-0.052,-6.6,-0.2,-6.8,-0.1
137,-5,0.5,0,42.9,0,0,0,-0.404,-17.7,-2.7,-20.4,0
138,16.6,0.543,0.252,25.7,2.9,2.3,5.3,0.106,0.9,-0.6,0.3,1.4
139,2.9,0.354,0,16.6,-0.1,0,-0.1,-0.061,-5.6,-3.4,-9,-0.1
139,-9.4,0.143,0,22.8,-0.1,0,-0.1,-0.299,-15.2,-7.4,-22.6,-0.1
139,6.3,0.441,0,15,0,0,0,0.003,-3,-2.3,-5.3,0
140,22.9,0.555,0.448,21.2,4.6,5.7,10.3,0.189,1.5,1.7,3.2,3.4
141,8.8,0.553,0.287,10.2,0.5,0.4,0.8,0.058,-3,0.5,-2.5,-0.1
142,14.5,0.488,0.171,24.7,-1,1.9,0.9,0.027,-2.4,1.1,-1.3,0.3
143,26,0.64,0.331,30.4,7.5,2.9,10.4,0.215,6.7,0.6,7.3,5.5
144,-1.9,0,0,9.8,0,0,0,-0.142,-9.1,0.8,-8.3,0
144,4,0,0,7.4,0,0,0,-0.026,-7,5.6,-1.3,0
144,-13.5,0,0,14.5,0,0,0,-0.373,-13.3,-8.8,-22.1,0
145,10.5,0.476,0.199,23.8,-0.2,0.4,0.1,0.02,-2.6,-1.9,-4.4,-0.2
146,12.5,0.588,0.111,17.3,2.6,1.9,4.5,0.105,1,-0.6,0.4,1.2
147,22.9,0.573,0.442,33.4,2.3,3.8,6.2,0.155,2,1.3,3.3,2.6
148,11.6,0.588,0.302,13.7,2,1.1,3.1,0.092,-1.1,-0.1,-1.2,0.3
148,11.9,0.61,0.329,12.5,1.5,0.6,2,0.093,-0.5,-0.1,-0.6,0.4
148,11.2,0.558,0.265,16,0.5,0.5,1,0.09,-2.2,-0.2,-2.3,-0.1
149,11.1,0.473,0.129,17.1,0.1,0.7,0.8,0.058,-3,0.9,-2.1,0
150,7.2,0.421,0.194,17.7,-0.8,0.6,-0.2,-0.011,-5.4,0.4,-5,-0.6
151,10.4,1,0,17.5,0,0,0,-0.028,-5.7,-4.2,-9.9,0
152,21.1,0.561,0.258,28.4,3.1,1.2,4.2,0.126,4.9,-0.5,4.5,2.6
153,16.7,0.566,0.356,23.1,0.3,0.3,0.7,0.133,-0.3,0.4,0.1,0.1
154,17.4,0.552,0.345,18.3,0.9,0.4,1.3,0.132,-0.3,-1.7,-2.1,0
155,18.8,0.593,0.306,18.5,4.5,3.5,8,0.179,0.9,0.7,1.5,1.9
156,3.6,0.379,0.171,28.4,-0.6,0.1,-0.5,-0.175,-7.7,-3.4,-11.1,-0.3
156,3.6,0.386,0.182,28,-0.5,0.1,-0.5,-0.168,-7.4,-3.2,-10.7,-0.3
156,2,0.25,0,36.9,0,0,0,-0.336,-12.9,-8.5,-21.4,0
157,12.5,0.614,0.377,13.6,1.2,0.5,1.7,0.086,-2.8,-1.1,-3.9,-0.5
158,13,0.494,0.08,20.4,0.9,1.3,2.2,0.078,-0.3,-0.3,-0.6,0.5
159,7.4,0.545,0.059,10.4,0.7,0.5,1.2,0.077,-3.2,-0.1,-3.3,-0.3
160,11.4,0.54,0.141,17,1.5,1.5,3,0.064,-1.3,0,-1.4,0.4
161,7.6,0.482,0.124,15.1,-0.2,0.3,0.1,0.015,-3.8,-0.8,-4.6,-0.3
162,9.1,0.525,0.145,16.7,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4
163,15.5,0.577,0.216,23.3,2.4,0.9,3.3,0.087,0.8,-1.4,-0.6,0.7
164,11.2,0.478,0.245,23.4,-1.7,1.1,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1
165,11.3,0.475,0.174,12.8,0.4,1,1.4,0.08,-2.8,1.8,-0.9,0.2
166,13.1,0.599,0.09,15.2,0.9,0.6,1.5,0.101,-0.5,0,-0.5,0.3
166,13.9,0.604,0.089,15.6,0.7,0.5,1.2,0.104,-0.4,0.1,-0.3,0.3
166,10.2,0.581,0.093,13.8,0.2,0.1,0.3,0.091,-1,-0.5,-1.5,0
167,12.4,0.416,0.189,23.1,-0.2,0.4,0.2,0.043,-3.3,0.7,-2.6,0
168,13.8,0.545,0.34,20.6,0.8,0.4,1.2,0.088,0.4,-0.9,-0.5,0.3
169,12.2,0.503,0.121,19.3,0.5,0.9,1.4,0.08,-0.2,0.2,0.1,0.5
170,17.4,0.532,0.326,25.6,1.5,2.6,4,0.08,1.7,0.6,2.3,2.7
171,18.9,0.539,0.333,20.4,2.7,3.3,6,0.159,1.5,1.9,3.4,2.5
172,18,0.545,0.27,24.6,1,2.1,3.1,0.122,0.2,0.6,0.8,0.9
173,18.7,0.57,0.307,25.7,5,3.9,8.9,0.147,2.3,0.6,2.9,3.6
174,6.9,0.515,0.438,11.9,0.2,0,0.2,0.049,-4.3,-0.9,-5.1,-0.2
175,25.4,0.739,0,29,0.1,0,0.2,0.195,4.9,-0.8,4.1,0.1
176,15.4,0.61,0.251,14.7,5.4,1.7,7.2,0.126,0.1,-0.7,-0.5,1
177,12.9,0.553,0.283,21.5,0.6,1.6,2.2,0.082,-1.5,0.2,-1.3,0.2
178,20.7,0.657,0.673,16.9,4.2,3.9,8.1,0.214,0.9,2.5,3.4,2.5
179,16.5,0.53,0.26,24.7,0.9,2,2.9,0.072,0.9,-0.6,0.3,1.1
180,15.2,0.578,0.248,24.7,2.9,1.8,4.7,0.105,2,-1.6,0.4,1.3
181,14.7,0.546,0.291,15.5,2.4,2.4,4.9,0.113,-0.8,0.3,-0.6,0.8
182,9,0.553,0.267,11.3,1.1,0.7,1.8,0.08,-2.8,0.1,-2.7,-0.2
183,16.2,0.607,0.526,16,3.5,1.9,5.4,0.156,0,0.3,0.3,1
184,14.3,0.528,0.374,17.4,2.3,1,3.3,0.094,-0.9,-0.5,-1.3,0.3
185,7.2,0.349,0.268,26.1,-0.3,0.1,-0.2,-0.118,-5.2,1,-4.2,0
186,11.4,0.509,0.116,16.6,0.1,2.9,2.9,0.078,-1,1.4,0.4,1.1
187,16.1,0.556,0.279,17.2,2.6,3.4,6.1,0.127,0.9,1.9,2.8,2.8
188,14.1,0.566,0.145,22.4,1,1,2.1,0.107,1,-0.8,0.3,0.5
189,14,0.53,0.227,17.8,1.3,1.3,2.6,0.079,-0.8,-1.5,-2.3,-0.1
190,14.8,0.587,0.379,19.3,3.1,0.8,3.9,0.103,-0.3,-1.5,-1.8,0.1
191,19.6,0.544,0.331,28.9,3.2,1.8,4.9,0.12,3.6,-0.2,3.4,2.7
191,20.4,0.553,0.379,29.3,2,1,3,0.126,3.8,-0.4,3.4,1.6
191,18.5,0.531,0.266,28.4,1.1,0.8,1.9,0.113,3.4,0.1,3.4,1.1
192,18.2,0.545,0,19.9,0.1,0,0.1,0.169,1,1.3,2.3,0
193,14.4,0.533,0.209,23.8,1.6,1.1,2.6,0.067,0.5,-1.1,-0.6,0.7
194,29.8,0.619,0.502,36.1,11.6,3.8,15.4,0.289,8.5,1.4,9.9,7.7
195,12.6,0.596,0.199,12.6,1.6,1.7,3.2,0.123,-0.4,1.7,1.4,1.1
196,24.7,0.647,0.405,23.8,4.3,1.3,5.5,0.205,3.1,0.2,3.3,1.7
197,13,0.563,0.374,20.2,1.6,0.9,2.5,0.089,-1.5,-0.3,-1.8,0.1
197,13.5,0.56,0.394,21.5,0.7,0.7,1.4,0.085,-1.7,0.7,-1,0.2
197,12.4,0.568,0.341,18.2,0.9,0.2,1.1,0.096,-1.1,-1.8,-2.9,-0.1
198,16.5,0.597,0.178,20.7,3.9,1.5,5.5,0.114,1,-0.2,0.8,1.7
199,13.3,0.634,0.167,16.6,3,0.9,4,0.097,0.7,-0.6,0.1,1
200,17.1,0.565,0.177,23.3,4.2,2.5,6.7,0.12,2.3,-0.4,1.9,2.6
200,16.7,0.564,0.192,23.2,2.6,1.5,4.1,0.125,2.2,-0.5,1.7,1.5
200,17.7,0.565,0.156,23.5,1.6,1,2.6,0.112,2.3,-0.2,2.1,1.2
201,5.1,0.392,0.246,15.5,-0.3,0.2,-0.1,-0.014,-6.8,-0.6,-7.5,-0.3
202,12.7,0.534,0.371,19.6,1,0.7,1.7,0.062,-1,-0.5,-1.5,0.2
203,15.6,0.54,0.306,18,0.4,0.4,0.8,0.094,-2.3,1.7,-0.7,0.1
204,12.2,0.596,0.251,13.5,1.9,1.5,3.4,0.111,-0.6,0.5,-0.1,0.7
205,1.8,0.252,0.133,11.1,-0.1,0.1,-0.1,-0.059,-5.9,-1.8,-7.7,-0.1
206,6.4,0.393,0.091,13.3,-0.2,0.1,-0.1,-0.034,-3.7,-0.1,-3.8,-0.1
206,9.8,0.436,0.333,13.3,0,0,0,0.069,-0.2,-1.5,-1.7,0
206,34.9,1.5,0,21.9,0,0,0,0.018,17.4,0.8,18.2,0
206,4.4,0.312,0.071,12.8,-0.2,0.1,-0.1,-0.048,-5.2,0,-5.2,-0.1
207,7.3,0.5,0,17.9,0,0,0,0.056,-6.6,-0.8,-7.4,0
208,13.1,0.75,0,12.7,0,0,0,0.132,2.9,-1.4,1.5,0
209,9.7,0.472,0.092,15.7,-0.3,0.4,0.1,0.017,-3.1,1.8,-1.3,0.1
210,15.7,0.582,0.315,15,2.8,2.2,4.9,0.12,-1,0.1,-0.9,0.5
211,9.7,0.511,0.16,14,0.2,0.1,0.4,0.061,-1.6,-1.7,-3.3,-0.1
212,21.2,0.604,0.549,21,1.1,0.7,1.8,0.174,0.9,0.5,1.4,0.4
212,16.9,0.595,0.346,22.4,0.1,0.3,0.3,0.069,-1.1,0.8,-0.3,0.1
212,25,0.612,0.747,19.7,1,0.4,1.5,0.266,2.7,0.1,2.8,0.3
213,13.7,0.544,0.17,19.9,0.5,1.8,2.3,0.066,-0.9,0.4,-0.5,0.6
214,6.8,0.501,0.25,17.4,-0.1,0.1,0,-0.003,-6.4,-1.2,-7.6,-0.3
215,16.1,0.557,0.087,24.3,1.3,1.5,2.8,0.067,1.6,-0.5,1,1.5
216,16.4,0.594,0.448,18.9,1.5,1.1,2.6,0.163,-1.6,0.6,-1,0.2
217,13.3,0.58,0.273,16.3,2.3,0.9,3.2,0.085,-0.2,-0.5,-0.8,0.6
217,14,0.597,0.304,16.9,1.6,0.6,2.1,0.09,0,-0.6,-0.5,0.4
217,12.2,0.551,0.219,15.4,0.8,0.3,1.1,0.077,-0.7,-0.5,-1.2,0.1
218,4.8,0.332,0.146,12.2,-0.2,0.2,-0.1,-0.014,-5.3,0.5,-4.8,-0.1
219,3.4,0.362,0.368,12.3,-0.1,0.1,0,-0.015,-7.1,-0.8,-7.9,-0.1
220,17.8,0.57,0.191,23.1,4.2,2.9,7.1,0.116,1.3,0.3,1.6,2.7
221,10.8,0.513,0.21,18.2,0.1,1.6,1.7,0.036,-1.6,-0.3,-1.9,0
222,5.9,0.417,0.22,18.5,-0.3,0.1,-0.2,-0.05,-3.6,-1.9,-5.5,-0.2
223,16.9,0.548,0.436,22.2,2.1,2,4.1,0.103,-0.3,0.4,0.1,1
224,17.4,0.585,0.232,16.6,1.6,1.3,2.8,0.183,-0.3,1.4,1.1,0.6
225,14.3,0.546,0.172,24.3,1.2,1.5,2.7,0.081,0.8,-0.9,-0.1,0.8
225,15.1,0.551,0.176,27.3,0.6,1.3,1.9,0.085,1.6,-1,0.5,0.7
