Rk,PER,TS%,FTr,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
21,9.5,0.508,0.416,17.6,0.5,1,1.5,0.07,-3,-1.2,-4.1,-0.6
22,12.7,0.539,0.157,16.5,2.7,3.9,6.6,0.108,-0.1,1.1,1,2.2
23,11.5,0.466,0.154,20,-0.1,0.9,0.9,0.042,-2.4,0.7,-1.7,0.1
24,15.5,0.545,0.546,14,2.8,2.2,5,0.12,-0.4,-0.9,-1.2,0.4
25,13.9,0.527,0.317,19.8,2.5,0.9,3.4,0.083,0.4,-1.6,-1.2,0.4
25,15.8,0.536,0.367,22.2,2,0.6,2.5,0.094,1.2,-1.7,-0.5,0.5
25,10.2,0.503,0.194,15.1,0.5,0.4,0.9,0.063,-1,-1.3,-2.3,-0.1
26,14.4,0.618,0.379,16.3,0.6,0.6,1.2,0.147,-2.4,0.3,-2.2,0
27,11.1,0.639,0.099,12.4,1.1,0.5,1.6,0.092,0,-0.3,-0.4,0.3
28,2.1,0.309,0.357,13.5,-0.1,0,-0.1,-0.048,-7,-2,-9,-0.1
29,15.3,0.558,0.192,20.5,1.6,1.2,2.8,0.137,0,0.4,0.3,0.6
30,15.1,0.502,0.175,21.2,2.1,0.6,2.7,0.096,0.8,-1.1,-0.3,0.6
31,16.6,0.527,0.296,26.4,0.8,0.2,0.9,0.058,1.1,-2.2,-1.1,0.2
32,13.4,0.573,0.229,14.9,3.7,3,6.7,0.139,0.2,-0.1,0.1,1.2
33,11.3,0.574,0.152,14.9,2.2,2.1,4.3,0.091,-0.5,0.2,-0.3,1
34,5,0.361,0.308,15.1,-0.1,0.1,0,-0.011,-6.6,-0.8,-7.4,-0.2
35,13.6,0.503,0.266,20.2,0.2,1.1,1.3,0.063,-1.2,1.1,-0.2,0.4
35,8.3,0.422,0.15,18.5,-0.4,0.4,0,0.002,-4.7,1.4,-3.3,-0.1
35,15.9,0.533,0.312,21,0.6,0.7,1.3,0.089,0.3,0.9,1.2,0.5
36,16.3,0.557,0.313,19.5,3.4,1.9,5.3,0.132,0.5,-0.5,0,1
37,13.1,0.516,0.163,14.6,2,3.2,5.2,0.105,0.3,1.8,2.1,2.4
38,11.1,0.519,0.266,18.6,0.3,2,2.4,0.066,-2.5,0.4,-2.1,0
39,15.9,0.618,0.318,17.8,2.3,1.6,3.9,0.166,-1.4,-0.4,-1.8,0.1
40,9.7,0.52,0.302,15.5,-0.4,1.9,1.6,0.057,-3.2,1.1,-2.1,0
41,14,0.521,0.195,22.5,1.3,2.4,3.7,0.085,-0.1,0.2,0.1,1.1
42,10.6,0.474,0.123,24.2,-0.6,0.5,-0.1,-0.007,-4.2,-0.3,-4.5,-0.3
43,12.4,0.553,0.211,18.8,1.5,1.4,2.9,0.1,-0.3,-0.7,-1,0.4
44,4.7,,,15.3,0,0,0,-0.215,-9.4,-3.7,-13,0
45,11.4,0.458,0.215,17.8,-0.1,0.4,0.3,0.017,-2.5,-1.4,-3.9,-0.4
46,11.3,0.509,0.113,16.1,1.7,1.8,3.5,0.096,-0.4,0.5,0.1,0.9
47,44.3,0.5,0,29.4,0,0,0,0.389,14.9,17.5,32.5,0
48,15.2,0.578,0.941,11.6,1.8,2.2,4,0.156,-2.4,1.3,-1.1,0.3
49,14.7,0.583,0.432,13.8,2.2,0.9,3.1,0.124,-1,-1.1,-2.1,0
49,11.6,0.548,0.349,12.7,0.5,0.4,0.9,0.113,-2.3,-1.7,-3.9,-0.2
49,16.3,0.598,0.468,14.3,1.7,0.4,2.2,0.129,-0.4,-0.8,-1.3,0.2
50,7.7,0.469,0.105,18.3,-0.2,0.3,0.1,0.033,-7.5,-0.9,-8.4,-0.3
51,9.5,0.507,0.125,13.2,0.7,1.4,2.1,0.066,-1.8,0,-1.8,0.1
52,18.4,0.555,0.422,23.7,4.1,2.9,7,0.119,1.6,0.5,2.1,2.9
53,4,0.342,0.167,23,-0.3,0,-0.2,-0.156,-6.5,-3.3,-9.8,-0.1
54,11.6,0.562,0.184,17.2,1.7,0.7,2.4,0.062,-0.3,-1.4,-1.7,0.1
55,15.8,0.565,0.118,13.2,1.9,3.4,5.2,0.159,-0.9,3.3,2.4,1.8
56,10.1,0.536,0.161,12.5,1.3,0.9,2.1,0.11,-0.5,-0.2,-0.7,0.3
57,15.3,0.536,0.319,18.1,1.7,1.9,3.6,0.11,-0.3,0.1,-0.2,0.7
58,16.4,0.517,0.202,23.7,1.2,1,2.2,0.062,-0.5,-1.2,-1.7,0.1
59,19.8,0.548,0.311,28.4,2.1,1.5,3.6,0.111,2.5,-1.3,1.3,1.3
60,11.5,0.507,0.099,21,0.4,2.1,2.5,0.049,-1.5,-0.6,-2.2,-0.1
61,9.4,0.457,0.242,11.6,-0.1,0.8,0.7,0.07,-4.3,1.4,-3,-0.1
62,13.9,0.507,0.281,21.6,1,2.1,3.1,0.071,-1.2,0.2,-1,0.5
62,13.8,0.484,0.347,20.1,0,0.4,0.4,0.028,-1.9,1.1,-0.8,0.2
62,14,0.516,0.255,22.4,1,1.6,2.7,0.091,-0.8,-0.3,-1.1,0.3
63,14.4,0.534,0.213,25,1.7,1.5,3.3,0.083,0.3,-1.1,-0.8,0.5
64,11,0.547,0.5,18.8,0.4,0,0.4,0.033,-1.9,-2.4,-4.3,-0.3
65,11,0.468,0.156,12.9,0.1,0.2,0.3,0.025,-2.8,0.3,-2.5,-0.1
66,9.1,0.459,0.271,15.3,-0.2,0.7,0.5,0.031,-3,0.4,-2.6,-0.1
67,4.4,0.482,0.211,13.1,-0.1,0,0,-0.016,-5.5,-1.3,-6.8,-0.1
68,17.6,0.477,0.338,34.9,-0.4,0.6,0.2,0.006,2,-1.7,0.3,0.7
69,12.2,0.537,0.208,16.3,1.1,0.2,1.3,0.049,-0.5,-1.3,-1.8,0
70,6.2,0.466,0.129,10.9,-0.2,0.3,0.1,0.019,-3.2,0,-3.2,-0.1
70,8.8,0.578,0.093,10.7,0.1,0.3,0.4,0.074,-1.5,0.3,-1.2,0.1
70,-3.1,0.113,0.25,11.6,-0.3,0,-0.3,-0.173,-8.9,-1.2,-10.2,-0.2
71,12.6,0.455,0.144,23.9,0.8,1.6,2.4,0.05,-0.1,-1.3,-1.4,0.3
72,13,0.524,0.43,20.8,1.1,0.6,1.7,0.089,-0.5,-1.2,-1.7,0.1
73,9.3,0.544,0.154,12.9,1.3,1,2.4,0.07,-1.9,0.1,-1.7,0.1
74,21.3,0.583,0.508,21.6,8.2,3,11.2,0.214,3.4,1.2,4.6,4.2
75,11.4,0.531,0.13,17.9,1,1.6,2.6,0.084,-0.5,-0.3,-0.8,0.4
76,13.1,0.586,0.25,20.4,0.1,0,0.1,0.027,-0.2,-2.3,-2.6,0
77,4.8,0.336,0.129,27.6,-0.2,0.1,-0.2,-0.132,-8.2,-4.8,-13,-0.2
78,-1.8,0.417,0,31.5,-0.1,0,-0.1,-0.275,-11.5,-6.7,-18.2,-0.1
79,12.3,0.455,0.182,17.9,-0.4,1.5,1.1,0.065,-3.1,3.2,0,0.4
80,11.3,0.519,0.09,16.1,0.8,0.1,0.9,0.033,-1.1,-2,-3,-0.3
81,11.2,0.501,0.163,19.5,1.1,1.8,2.8,0.052,-1.3,-0.4,-1.7,0.2
82,12.4,0.534,0.159,21.6,0.8,0.7,1.4,0.072,0.1,-0.9,-0.8,0.3
82,11.8,0.549,0.16,19.2,0.3,0.3,0.6,0.084,0.2,-0.6,-0.4,0.2
82,12.8,0.526,0.158,23.2,0.4,0.3,0.8,0.065,0,-1.1,-1.1,0.1
83,12.1,0.409,0.793,21.3,-0.2,0.2,0,0.019,-5.3,0,-5.4,-0.1
84,15.9,0.603,0.277,16.9,4.3,2.8,7,0.154,1.2,0.4,1.7,2
85,9.6,0.445,0.14,19.9,-0.5,1.4,1,0.043,-2.1,0.4,-1.7,0.1
86,14.1,0.461,0.317,26.7,-2.1,2.9,0.8,0.017,-1.3,0.3,-1.1,0.5
86,12.8,0.444,0.298,27.1,-2.1,1.6,-0.5,-0.017,-1.7,-0.4,-2,0
86,16.3,0.496,0.354,25.8,0,1.3,1.3,0.08,-0.8,1.4,0.6,0.5
87,14.4,0.58,0.447,18.7,2,0.6,2.7,0.091,0.3,-1.1,-0.8,0.4
88,11.7,0.521,0.401,18.9,0.8,2,2.8,0.056,-2.6,0.1,-2.5,-0.3
89,20.1,0.697,0.584,12.8,7.2,3.1,10.3,0.216,2.4,0.2,2.6,2.7
90,13.2,0.523,0.146,20.1,2.1,1.5,3.6,0.071,0.2,-0.7,-0.6,0.9
91,5.8,0.347,0.316,16.8,-0.1,0.1,0,-0.021,-7.5,1.5,-6,-0.1
92,-2.6,0.25,0,20.6,-0.1,0,-0.1,-0.15,-13,-2,-15,-0.1
93,6.7,0.425,0.133,18.5,-0.2,0.1,-0.1,-0.037,-6.4,-0.1,-6.5,-0.1
94,8.8,0.483,0.164,16,0,0.2,0.2,0.05,-3,0,-3,0
94,8.3,0.476,0.114,15.1,0,0.1,0.1,0.044,-2.3,-0.3,-2.6,0
94,11.6,0.509,0.364,20.6,0,0,0.1,0.083,-6.7,1.7,-5,0
95,16.9,0.528,0.265,23,2,0.4,2.4,0.078,1.2,-0.9,0.2,0.8
96,9.2,0.6,0,14.1,0,0.1,0.1,0.086,-3.5,0.3,-3.2,0
97,10.9,0.483,0.145,17.5,0.4,1,1.4,0.036,-2.1,-0.7,-2.8,-0.4
97,9.9,0.452,0.15,15.7,-0.1,0.8,0.6,0.027,-2.6,-0.4,-3,-0.3
97,12.6,0.52,0.139,20.6,0.5,0.3,0.7,0.052,-1.1,-1.2,-2.4,0
98,17.5,0.575,0.335,20.9,3,0.8,3.8,0.116,2.3,-0.2,2.1,1.6
99,11.2,0.485,0.257,12.8,1,1.2,2.2,0.097,-1.9,0.9,-1,0.3
100,18.6,0.558,0.282,23.7,4.2,2.7,6.8,0.147,2.6,0.2,2.8,2.7
101,11.4,0.432,0.955,18,0,0.2,0.2,0.092,-6.6,1,-5.7,-0.1
102,7.4,0.468,0.145,21.3,-0.9,0.8,-0.1,-0.008,-2.5,-1.2,-3.7,-0.4
103,14.5,0.52,0.261,25.6,0.1,0.1,0.2,0.067,-0.6,-1.7,-2.2,0
104,25.2,0.545,0.508,34.1,2.8,3.2,6,0.144,2.8,1.5,4.3,3.2
105,14.7,0.554,0.287,21.8,1.6,2.3,4,0.097,0.3,0.4,0.7,1.3
106,8.7,0.525,0.105,11.5,0.5,0.8,1.3,0.088,-2.4,1.5,-0.8,0.2
107,16.6,0.532,0.3,27.6,2.5,1.2,3.6,0.102,1.9,-1.2,0.7,1.2
108,13.9,0.517,0.259,17.5,1.9,2,3.9,0.113,-0.2,0.7,0.5,1
108,12.7,0.55,0.145,15.3,0.3,0.3,0.5,0.098,-0.6,0.5,-0.1,0.1
108,14.1,0.512,0.277,17.9,1.6,1.8,3.3,0.116,-0.2,0.8,0.6,0.9
109,8.9,0.473,0.139,10.9,0.5,1.2,1.6,0.047,-2.8,0.4,-2.5,-0.2
110,7.3,0.452,0.394,23.2,-0.1,0.1,0,-0.023,-6.1,-2,-8.1,-0.1
111,-11.4,0,0,16.5,-0.1,0,0,-0.298,-20.1,-3,-23.1,0
112,28,0.638,0.251,28.9,11.5,4.1,15.7,0.288,8.2,1.7,9.9,7.9
113,11.8,0.461,0.154,15,-0.4,0.7,0.3,0.023,-3.8,0.7,-3.1,-0.1
114,9.6,0.515,0.079,21.3,0.1,0.1,0.2,0.022,-0.8,-2.4,-3.2,-0.1
114,4.5,0.472,0.085,21.6,-0.1,0,0,-0.013,-3.3,-3.1,-6.4,-0.1
114,7.4,0.443,0.034,19.4,-0.1,0,-0.1,-0.038,-2.6,-3.2,-5.8,-0.1
114,16.1,0.62,0.119,23.3,0.2,0.1,0.3,0.119,3.1,-1,2.2,0.1
115,15.1,0.587,0.011,20.7,0.2,0.2,0.4,0.095,1.8,-0.6,1.2,0.2
115,16.7,0.458,0,36.5,0,0,0,-0.033,0.3,0,0.3,0
115,14.9,0.607,0.013,19.3,0.3,0.2,0.4,0.106,1.9,-0.7,1.3,0.2
116,10.5,0.463,0.27,18.9,-0.2,0.4,0.2,0.028,-3.9,-0.6,-4.5,-0.3
116,10.7,0.472,0.277,18.2,-0.1,0.4,0.3,0.039,-3.6,-0.5,-4.1,-0.2
116,8.5,0.405,0.222,24.6,-0.1,0.1,-0.1,-0.069,-6.5,-0.9,-7.4,-0.1
117,30.8,0.591,0.384,27.8,9.9,4.2,14,0.274,6.6,2.3,8.9,6.7
118,20,0.594,0.403,14.8,4.6,1.6,6.3,0.164,1.4,0.1,1.5,1.6
119,10.8,0.495,0.373,16.7,0.2,1.1,1.4,0.072,-3.9,0.8,-3.1,-0.3
120,-5,0.25,0,15,-0.1,0,-0.1,-0.172,-9,-3.8,-12.8,-0.1
121,8.2,0.449,0.043,22.1,-0.6,0.5,0,-0.001,-3.9,-0.3,-4.2,-0.2
121,7.1,0.441,0.035,22.9,-0.5,0.4,-0.1,-0.021,-4.6,-0.6,-5.2,-0.2
121,12.1,0.484,0.077,19.2,0,0.1,0.1,0.068,-1.3,0.8,-0.5,0
122,13.3,0.568,0.395,13,0.7,1,1.7,0.099,-3.3,-0.2,-3.5,-0.3
123,8.5,0.493,0.124,12.6,1.4,0.5,1.9,0.067,-2,-0.8,-2.8,-0.3
124,15.5,0.561,0.319,19.5,3.7,1.6,5.4,0.106,1.1,-1.1,0,1.2
125,17.4,0.51,0.438,28.4,2.6,1.4,4,0.09,0.5,-1.4,-0.9,0.6
126,12.7,0.526,0.147,18.3,1.3,2.3,3.6,0.088,-0.6,0.2,-0.4,0.8
127,17.2,0.573,0.477,15,3.4,1.5,4.9,0.108,-0.1,0.3,0.2,1.2
128,10.2,0.394,0.201,21.1,-0.3,0.4,0.1,0.009,-3,0.2,-2.8,-0.1
129,11.1,0.507,0.572,11.3,0.4,1.5,1.9,0.108,-3.8,0.7,-3.1,-0.2
130,11.2,0.45,0.255,17.2,0,0.2,0.2,0.046,-3.5,1.7,-1.7,0
131,3.3,0.387,0.381,10.7,0,0.1,0,0.02,-5.6,-1.2,-6.8,-0.1
132,17.4,0.577,0.234,21.8,5.4,1.4,6.8,0.123,1.6,-0.8,0.8,1.8
132,16.7,0.573,0.191,21.5,3.1,0.9,4,0.111,1.1,-1,0.1,0.9
132,18.8,0.586,0.322,22.2,2.3,0.5,2.8,0.146,2.5,-0.4,2.1,0.9
133,8.2,0.435,0.167,22.9,-0.1,0,-0.1,-0.042,-4.1,-3.6,-7.7,-0.1
133,9.1,0.322,0.375,31.5,0,0,0,-0.077,-4.1,-5.7,-9.9,0
133,8,0.481,0.091,21.1,-0.1,0,0,-0.035,-4.1,-3.1,-7.2,-0.1
134,4.5,0.388,0.052,16.8,-0.5,0.1,-0.4,-0.087,-7.1,-2.8,-9.9,-0.4
135,21.4,0.504,0.38,22,3.4,4.3,7.7,0.147,0.6,-0.7,-0.1,1.2
136,12.3,0.572,0.158,13.5,2,2.1,4.1,0.116,-0.5,1,0.6,1.1
137,22.6,0.56,0.38,22.2,4.9,4.7,9.6,0.207,2.3,2.8,5.1,4
138,11.6,0.573,0.181,14.2,2.4,1.7,4.1,0.108,-0.3,0.2,0,0.9
139,27.6,0.633,0.366,29.1,3.8,1,4.8,0.252,8.6,1.4,10,2.8
140,8.4,0.447,0.224,19.6,-0.8,0.4,-0.4,-0.03,-3.7,-1.5,-5.2,-0.5
141,11.6,0.504,0.104,18.5,1.1,0.1,1.2,0.034,-0.5,-1.8,-2.3,-0.1
142,16.5,0.509,0.224,27.9,1.4,2.2,3.6,0.065,0,-0.1,-0.1,1.3
143,11.5,0.541,0.381,14.6,1.2,0.8,1.9,0.088,-1,-0.5,-1.5,0.1
144,7.3,0.411,0.049,20.6,-0.8,0.5,-0.3,-0.04,-4.1,-0.2,-4.3,-0.2
144,12,0.503,0.095,22.6,0,0,0,-0.005,0.3,-2.1,-1.8,0
144,6.6,0.395,0.041,20.3,-0.8,0.4,-0.3,-0.046,-4.8,0.1,-4.8,-0.2
145,20.5,0.636,0.5,13.1,0.9,0.4,1.3,0.241,2,2.1,4.2,0.4
146,11.7,0.49,0.708,13,0.4,0.8,1.2,0.074,-1.6,-0.8,-2.4,-0.1
147,17.7,0.508,0.25,26.1,2.4,2.2,4.6,0.082,1.4,-0.2,1.2,2.2
148,5.7,0.457,0.077,13.8,-1.1,1,-0.1,-0.003,-3.6,-0.7,-4.3,-1.1
149,16.2,0.58,0.561,17.7,0.8,0.9,1.7,0.159,-2.2,0.3,-1.8,0
150,18.4,0.548,0.391,20.3,3.5,2.1,5.6,0.13,0.6,-0.7,-0.1,1
151,9.9,0.513,0.07,16.6,0.2,0.4,0.6,0.053,-1.2,-0.1,-1.4,0.1
152,21.8,0.558,0.362,23.8,5,3.3,8.3,0.175,1.9,0.6,2.5,2.6
153,12.4,0.48,0.142,20.7,0,0.2,0.2,0.039,-1.3,-0.2,-1.4,0
154,10.8,0.527,0.146,10.8,0.2,0.1,0.3,0.072,-1.4,1.2,-0.1,0.1
155,12.4,0.546,0.256,19.7,1.5,0.6,2.1,0.059,-0.5,-1.3,-1.8,0.1
156,11,0.51,0.137,19.3,0.6,0.4,1,0.045,-0.3,-0.9,-1.2,0.2
157,4.9,0.75,0,16.6,0,0,0,-0.063,-3.8,-1.8,-5.6,0
158,8.1,0.406,0.344,17.5,-0.3,0.2,-0.1,-0.017,-4.5,-0.7,-5.2,-0.2
158,5.9,0.343,0.349,17.2,-0.4,0.1,-0.3,-0.071,-5.6,-1.3,-6.9,-0.2
158,13.7,0.557,0.333,18.2,0.1,0.1,0.2,0.119,-1.8,1,-0.8,0
159,9.8,0.479,0.271,19.6,0,0.2,0.2,0.021,-3.6,-1.2,-4.7,-0.4
160,12.2,0.522,0.166,13.4,0.6,0.9,1.6,0.122,-3,0.4,-2.6,-0.1
161,9.5,0.546,0.072,14.1,0.7,1.4,2.1,0.053,-1.5,-0.1,-1.5,0.2
162,16.8,0.563,0.336,21.5,3,1,3.9,0.132,2.6,-0.2,2.4,1.6
163,12.3,0.489,0.153,19.2,0.7,0.6,1.3,0.043,-1.5,-0.9,-2.3,-0.1
164,3.6,0.347,0.063,16.2,-0.4,0.2,-0.2,-0.044,-4.9,0.7,-4.2,-0.1
165,15.2,0.496,0.147,17.8,0.4,1.5,1.9,0.096,-1.2,1.9,0.7,0.7
165,14.8,0.486,0.149,18.1,0.2,1.4,1.6,0.089,-1.4,1.7,0.3,0.5
165,19.3,0.58,0.129,15.2,0.2,0.1,0.3,0.161,0.8,3.5,4.3,0.2
166,21.7,0.558,0.41,24.6,5.5,4.7,10.2,0.182,2.7,2.4,5.1,4.8
167,22.7,0.55,0.317,24.7,6,4.4,10.4,0.187,2.9,0.6,3.5,3.7
168,19.7,0.556,0.352,27,4.8,1.3,6.1,0.122,3.4,-0.7,2.7,2.9
169,13,0.548,0.414,16.7,0.6,0.6,1.2,0.086,-1.3,0.7,-0.6,0.2
169,14,0.574,0.474,16.1,0.7,0.4,1.1,0.1,-0.5,0.7,0.2,0.3
169,9.7,0.47,0.245,18.5,-0.1,0.2,0.1,0.039,-3.8,0.6,-3.2,0
170,13,0.492,0.224,32.8,-0.2,0.2,0,-0.008,-2.3,0.1,-2.2,0
171,16.1,0.545,0.364,17.6,2.7,2.1,4.8,0.137,-0.5,0.1,-0.4,0.7
172,16.2,0.544,0.346,23.9,1.4,2.3,3.7,0.111,0.9,0.9,1.7,1.5
173,21.6,0.627,0.639,14,5,4.3,9.3,0.206,1.7,2.5,4.2,3.4
174,11.9,0.469,0.159,17,0.5,1.2,1.7,0.094,-1.5,0.1,-1.4,0.1
175,11.2,0.486,0.413,23.4,-0.2,0.4,0.2,0.014,-2.8,-0.6,-3.4,-0.2
176,11.4,0.517,0.293,15.5,0.3,0.7,1,0.06,-2.6,-0.1,-2.7,-0.2
177,10.6,0.538,0.227,21.8,0.1,0.2,0.3,0.015,-2,-2.2,-4.2,-0.4
178,3.7,0.428,0.105,17.1,-0.2,0.1,-0.1,-0.093,-7.1,-2.4,-9.5,-0.1
179,12.7,0.544,0.192,19.8,2.2,0.7,2.9,0.069,0.2,-1.2,-1,0.5
180,18.2,0.587,0.226,17.6,4.4,4.2,8.6,0.168,0.6,0.9,1.5,2.1
181,8.6,0.527,0.228,15.5,0.2,0.3,0.6,0.046,-2.5,-1.3,-3.9,-0.3
182,8.7,0.47,0.548,16.5,-0.9,1.4,0.5,0.019,-3.9,0.6,-3.3,-0.5
183,16.5,0.596,0.172,17.5,4,3.9,7.8,0.163,2.6,2,4.6,3.8
184,16.4,0.54,0.261,17.2,3.3,5.2,8.5,0.163,0.7,2.8,3.5,3.5
185,8.9,0.436,0.074,19.1,-0.1,0.1,0,0,-3,-1.3,-4.3,-0.2
186,15.4,0.532,0.154,28.4,1,1,1.9,0.065,1.2,-1.5,-0.3,0.6
187,14.9,0.603,0.213,18.3,0.1,0.3,0.4,0.119,-1.9,0.6,-1.3,0
187,9.9,0.571,0,16.4,0,0,0,0.071,-5.3,1.1,-4.2,0
187,15.8,0.608,0.25,18.6,0.1,0.2,0.4,0.127,-1.2,0.5,-0.7,0
188,14.4,0.534,0.297,21.9,2.7,2.4,5.2,0.101,0.5,-0.7,-0.2,1.2
188,14.6,0.539,0.303,23.8,1,1,2,0.089,0.2,-1.3,-1.1,0.3
188,14.2,0.53,0.291,20.5,1.7,1.5,3.1,0.111,0.8,-0.2,0.6,0.9
189,7.9,0.477,0.111,17.6,-0.4,0.4,-0.1,-0.003,-3.2,-1,-4.2,-0.5
190,22.8,0.551,0.373,28.4,6.6,2.4,9,0.183,3.8,0.2,4,3.6
191,11,0.567,0.317,15.2,0.1,0.2,0.3,0.088,-4.5,1,-3.5,-0.1
191,10.9,0.522,0.214,19,0,0,0.1,0.059,-5.3,1.6,-3.7,0
191,11.1,0.589,0.37,13.9,0.1,0.2,0.3,0.098,-4.2,0.8,-3.4,0
192,9,0.446,0.134,20.4,-0.5,0.8,0.3,0.022,-2.6,-0.2,-2.9,-0.1
193,8.3,0.543,0,14.4,0.1,0.1,0.1,0.059,-1.7,-0.7,-2.4,0
194,14.6,0.551,0.264,14.2,1,0.5,1.5,0.102,-0.5,-0.4,-0.8,0.2
194,9.7,0.485,0.108,12.4,0.2,0.2,0.4,0.069,-2,-1.2,-3.2,-0.1
194,18,0.586,0.354,15.5,0.8,0.3,1.1,0.125,0.6,0.2,0.7,0.3
195,13.3,0.597,0.842,10.5,2.6,0.9,3.4,0.156,-0.7,-0.6,-1.3,0.2
196,12.1,0.512,0.218,23.8,0.8,0,0.8,0.023,0.2,-3,-2.8,-0.3
197,26.7,0.605,0.561,31.3,12.2,4.2,16.4,0.265,7,1.8,8.8,8.1
198,8.4,0.449,0.259,13.7,-0.3,0.6,0.3,0.021,-3.8,0.2,-3.6,-0.3
199,14.8,0.559,0.309,18,2.9,1.3,4.2,0.12,0.6,0.8,1.4,1.4
200,4.9,0.395,0.217,16.6,-1.2,0.5,-0.7,-0.046,-5.6,0.3,-5.3,-0.6
201,5.6,0.537,0.125,14.1,0,0.2,0.2,0.018,-4,-1.6,-5.6,-0.4
202,16.7,0.551,0.258,22.5,3,1.8,4.8,0.098,1.1,-0.6,0.5,1.5
203,10.6,0.488,0.268,14.6,0.4,1,1.4,0.066,-3,-0.8,-3.7,-0.4
204,9.8,0.478,0.164,17.9,-0.3,1.5,1.2,0.044,-3,0.7,-2.3,-0.1
205,10.4,0.492,0.239,10.4,0.3,0.2,0.5,0.091,-2.1,1,-1,0.1
206,20.2,0.567,0.425,26.2,5.8,2.9,8.7,0.159,3.5,0.5,4,4
207,9.1,0.49,0.433,17.3,-0.2,0.2,0,0.008,-7,0.7,-6.3,-0.1
208,13.2,0.514,0.256,20.7,1.3,2.3,3.6,0.074,-1.3,0,-1.4,0.4
209,4.9,0.424,1.846,13.7,-0.1,0,-0.1,-0.03,-4.9,-2.3,-7.2,-0.1
210,18,0.578,0.396,18.1,1.3,2.4,3.6,0.142,-1.5,2.2,0.7,0.8
211,15.4,0.501,0.287,21.3,1,3.2,4.2,0.105,-1.8,0.6,-1.2,0.4
212,14.3,0.504,0.438,19.7,0.5,1.4,1.8,0.062,-1.6,-1.1,-2.7,-0.2
213,14.3,0.534,0.336,21.8,0.5,2.5,3,0.086,-1.7,0.9,-0.8,0.5
214,21.5,0.579,0.267,23.8,3.7,1.6,5.4,0.203,4.1,1.2,5.3,2.3
215,16.2,0.494,0.216,22.7,1.1,1.1,2.2,0.055,-0.6,-1.6,-2.2,-0.1
216,10.2,0.507,0.304,15.9,0.9,2.6,3.5,0.072,-2,0.5,-1.5,0.3
217,6.8,0.468,0.131,13.3,-0.3,1.3,1,0.03,-3.8,0,-3.8,-0.7
218,18.8,0.522,0.142,23.1,2.3,1.1,3.4,0.124,2.5,0.3,2.8,1.6
219,12.1,0.498,0.191,18.8,0.2,1,1.3,0.092,-2.4,1,-1.4,0.1
220,13.1,0.648,0.659,13.1,0.7,0.3,1,0.104,-2.1,-0.1,-2.3,0
221,12.3,0.529,0.214,19.6,1.3,0.9,2.2,0.098,-1,0.3,-0.7,0.3
