Rk,PER,TS%,FTr,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
17,17.9,0.535,0.263,29.1,3.2,1.5,4.7,0.089,2.3,-1.6,0.7,1.7
18,11.6,0.64,0.5,8.7,0.1,0.2,0.4,0.141,-3.5,1.4,-2.1,0
19,12.4,0.548,0.158,14.1,2.8,3.2,6,0.104,-0.1,1.1,1,2.1
20,12.8,0.583,0.102,17.3,0.6,0.4,1.1,0.081,0.1,-0.2,-0.1,0.3
21,9.8,0.517,0.6,8.8,0.4,0.6,1,0.1,-3.6,-0.1,-3.7,-0.2
22,11,0.524,0.311,19.4,0.7,0.5,1.2,0.038,-1.2,-1.8,-3,-0.4
23,8.3,0.563,0.053,13,0.8,1,1.8,0.081,-2,-0.1,-2,0
24,7.5,0.456,0.198,14.8,-0.6,0.5,-0.1,-0.008,-4.5,-0.3,-4.7,-0.6
25,6.5,0.404,0.322,19.1,-0.8,0.5,-0.3,-0.041,-5.8,0.3,-5.5,-0.3
26,11.5,0.509,0.115,20,0.3,0.4,0.6,0.031,-1.7,-0.9,-2.5,-0.1
27,17.2,0.521,0.149,26.2,0.8,0.5,1.3,0.08,3,-1.5,1.5,0.7
28,16.3,0.541,0.22,25.3,2.5,2.1,4.6,0.078,0.4,-1.2,-0.8,0.8
29,10.3,0.514,0.188,15.6,0.3,1.7,2,0.053,-1.7,0.3,-1.4,0.3
29,10.2,0.501,0.172,16.4,-0.1,1,1,0.034,-1.6,-0.1,-1.6,0.1
29,10.7,0.569,0.256,13.1,0.3,0.6,1,0.115,-2,1.3,-0.7,0.1
30,15.5,0.547,0.285,21.1,2.5,0.8,3.3,0.093,1.2,-1,0.2,1
31,19.7,0.65,0.473,19.7,1.6,0.6,2.2,0.186,1.2,-0.8,0.4,0.4
32,15.8,0.529,0.291,22.3,1.7,2.8,4.6,0.084,0.6,0.2,0.8,1.9
33,8.7,0.453,0.313,27.7,-0.1,0,-0.1,-0.067,-2.1,-2.4,-4.4,0
34,13.1,0.57,0.337,14.1,1.4,1.5,3,0.123,-3.2,0.5,-2.7,-0.2
35,11.5,0.504,0.233,20.5,-0.6,2.8,2.1,0.052,-2.1,1.1,-1,0.5
36,20.1,0.604,0.259,26.5,6.9,1.6,8.5,0.152,4.2,-1,3.3,3.5
37,13.7,0.536,0.137,22,0.1,0.1,0.2,0.057,-0.4,-0.2,-0.6,0.1
38,17.8,0.584,0.259,25.3,0.8,1,1.8,0.092,0,-0.8,-0.8,0.3
39,13.3,0.566,0.273,19.2,2,1.2,3.2,0.087,-0.6,-0.5,-1.1,0.4
40,8.8,0.481,0.163,14.2,-0.1,0.4,0.3,0.038,-3.6,0.1,-3.5,-0.1
41,5.3,0.44,0.068,14.4,-0.7,0.3,-0.3,-0.029,-4.3,-0.7,-5.1,-0.4
42,14.7,0.533,0.391,19.4,0.3,0.2,0.5,0.09,0.5,-1.9,-1.4,0
43,-17.6,0,0,18.9,-0.1,0,-0.1,-0.473,-19.7,-6.2,-25.9,-0.1
44,12.9,0.609,0.145,15.7,1.1,1.2,2.3,0.135,0.5,0.8,1.3,0.7
45,13,0.546,0.175,14.1,2.9,2.4,5.3,0.123,-0.2,1.4,1.1,1.6
46,12.2,0.546,0.69,13.2,0.8,2.1,2.9,0.077,-3.4,0.2,-3.2,-0.6
47,11,0.526,0.171,16.4,0.6,0.9,1.5,0.059,-1.8,0.2,-1.6,0.1
48,15,0.56,0.371,15.7,1.5,0.8,2.4,0.105,-2.3,-0.9,-3.2,-0.3
49,20.5,0.563,0.443,28.1,4,1.4,5.3,0.118,3.7,-0.1,3.6,3.1
50,13.5,0.585,0.288,22.4,2,0.9,2.9,0.067,-0.1,-2.1,-2.2,-0.1
50,13,0.572,0.273,22.5,1,0.6,1.6,0.052,-0.5,-2.1,-2.6,-0.2
50,14.7,0.617,0.325,22.2,0.9,0.3,1.3,0.103,0.8,-2,-1.2,0.1
51,9.3,0.46,0.136,10.4,-0.3,1,0.7,0.055,-5.2,2.6,-2.6,-0.1
51,9.4,0.46,0.136,10.4,-0.3,1,0.7,0.055,-5.1,2.6,-2.5,-0.1
51,-35.3,,,0,0,0,0,0.02,-50.1,5.1,-45,0
52,19.7,0.59,0.375,18.2,0.1,0.1,0.2,0.171,2.3,1.1,3.4,0.1
53,14.6,0.531,0.308,28.6,1.3,0.6,2,0.035,0.3,-2.3,-1.9,0.1
54,15.7,0.554,0.186,18.7,1,2.2,3.1,0.086,-0.9,0.3,-0.6,0.6
55,14.4,0.548,0.12,21.9,1.1,2,3.1,0.081,0,-0.5,-0.6,0.7
56,9.1,0.491,0.195,14.3,0,1.2,1.2,0.045,-3.5,0.8,-2.7,-0.2
56,7.5,0.491,0.194,12.9,0,0.8,0.9,0.045,-4,0.6,-3.4,-0.3
56,13.3,0.49,0.198,18,0,0.3,0.3,0.047,-2.3,1.3,-1,0.1
57,14.9,0.555,0.198,18.5,2.6,1.5,4.1,0.1,0,-0.4,-0.4,0.8
58,9.5,0.507,0.133,19.2,-0.2,0.5,0.3,0.016,-2.4,-1.2,-3.7,-0.4
59,7.2,0.43,0,15.6,-0.2,0.2,0,0.001,-4.5,0.1,-4.4,-0.1
59,5.9,0.415,0,14.2,-0.2,0.2,0,-0.007,-5,0.5,-4.5,-0.1
59,18.5,0.5,0,27.5,0,0,0,0.076,-0.1,-3.1,-3.2,0
60,10.8,0.509,0.033,22.7,0.1,0,0.1,0.04,-0.1,-3.5,-3.6,0
61,10.3,0.539,0.293,18.1,0.2,1.3,1.5,0.053,-3,-0.8,-3.7,-0.6
62,10.7,0.498,0.156,16,0,0.6,0.6,0.055,-1.7,0.1,-1.6,0.1
63,11.7,0.538,0.055,13.4,0.4,0.5,1,0.101,-1,1.3,0.3,0.3
64,10.8,0.532,0.114,19.6,0.3,0.3,0.5,0.036,-1.3,-1.8,-3,-0.2
65,11.6,0.501,0.315,22.7,-0.1,0.9,0.8,0.056,-2.2,0,-2.3,0
66,25.1,0.586,0.54,26.5,10.1,3.8,13.8,0.236,5.6,1.7,7.3,6.6
67,14.6,0.438,0,20.1,0,0.1,0.1,0.083,0.2,0.8,1,0
68,8.9,0.506,0.09,14.4,0,0.3,0.3,0.023,-2.6,-0.6,-3.2,-0.2
68,9.1,0.508,0.052,15.3,-0.1,0.1,0,0,-2.4,-1.2,-3.6,-0.1
68,8.7,0.504,0.14,13.3,0.1,0.2,0.3,0.051,-2.9,0.1,-2.8,0
69,12.8,0.519,0.199,19.2,2,2.5,4.5,0.086,-0.6,0.4,-0.2,1.1
70,8.1,0.483,0.191,15.4,0,0.6,0.5,0.042,-3.6,0.4,-3.3,-0.2
71,21.4,0.638,0.314,19.9,3.8,2.1,5.9,0.184,1.3,-0.1,1.2,1.2
72,11.9,0.53,0.213,15.6,1.7,2.1,3.8,0.097,-0.4,0.4,0,1
73,11.7,0.542,0.235,14.9,1.9,2.1,4,0.106,-0.3,1.1,0.8,1.3
74,9.9,0.437,0.252,20.9,-1,1.3,0.2,0.013,-4.5,1.3,-3.2,-0.3
75,10,0.526,0.177,14.4,0.1,0.4,0.5,0.038,-2.6,-0.5,-3.2,-0.2
75,11.4,0.511,0.179,16.3,0.1,0.3,0.4,0.043,-1.8,-0.9,-2.6,-0.1
75,10,0.667,0,20.3,0,0,0,0.015,-2,-3.3,-5.3,0
75,7.5,0.542,0.211,10.3,0,0.2,0.1,0.032,-4.3,0.4,-3.9,-0.1
76,16.3,0.558,0.314,19.7,1.4,1.5,2.9,0.1,-1.2,0.2,-1,0.3
77,16.6,0.703,0.544,11.2,2.7,1.3,4.1,0.151,0.7,-0.3,0.3,0.8
78,14.9,0.545,0.207,22,2.4,1.1,3.5,0.077,0.5,-1.5,-1,0.5
79,12.3,0.529,0.286,19.7,0.3,1.5,1.8,0.05,-2.2,-0.1,-2.2,-0.1
80,10.4,0.529,0.674,13.1,0.3,0.2,0.5,0.099,-4,-1,-5,-0.2
81,5.7,0.387,0.139,12.2,-0.7,0.8,0.1,0.006,-4.8,-0.3,-5.1,-0.8
82,13.1,0.575,0.134,19.5,1,1.3,2.3,0.099,-1,-0.5,-1.5,0.1
83,13.2,0.526,0.157,23.3,0.5,0.7,1.2,0.024,-0.9,-1.6,-2.5,-0.3
84,5.4,0.381,0.192,21.5,-0.2,0.2,-0.1,-0.033,-7.5,0.8,-6.7,-0.1
85,15.3,0.57,0.239,19.8,3.1,0.8,3.9,0.091,0.3,-1.2,-0.9,0.6
86,12.9,0.622,0.348,10.1,0.3,0.1,0.4,0.145,-1.3,1.1,-0.2,0.1
87,23.2,0.604,0.365,26.3,7.5,2.5,10,0.209,6,0.8,6.8,5.1
88,11.8,0.645,0.125,13,0.4,0.2,0.6,0.09,-0.4,-0.4,-0.8,0.1
89,11.8,0.579,0.076,19.6,0.1,0.1,0.2,0.047,-1.6,-1.5,-3.1,-0.1
89,6.9,0.522,0.08,20.7,-0.1,0,-0.1,-0.046,-3.8,-2.4,-6.2,-0.1
89,15.3,0.614,0.073,18.9,0.2,0.1,0.3,0.11,0,-1,-1,0
90,25.8,0.562,0.468,36.5,3.9,3.8,7.6,0.149,5,1.8,6.8,5.5
90,26.5,0.562,0.491,37.5,3.4,2.6,6,0.153,5.6,1.6,7.2,4.4
90,23.2,0.564,0.385,33.1,0.5,1.1,1.6,0.136,3,2.5,5.5,1.1
91,13.2,0.534,0.238,19.2,0,3.2,3.1,0.071,-1.2,1.4,0.2,1.1
92,11.6,0.602,0.192,14.9,3.1,1,4.2,0.089,-0.7,-0.6,-1.3,0.4
93,12,0.525,0.233,22.7,0.5,1.4,1.9,0.043,-0.8,-1.3,-2.1,0
94,17.6,0.582,0.119,25.5,0.6,0.3,0.9,0.102,2.2,-0.9,1.3,0.4
95,14.9,0.613,0.301,17,4.1,2.5,6.7,0.137,1,-0.1,0.9,1.7
96,10.2,0.586,0.075,10.7,1.4,1.6,3,0.088,-1.9,0.3,-1.6,0.2
97,15.5,0.601,0.142,19.5,2.9,1.7,4.6,0.11,0.8,0.4,1.2,1.7
98,24.6,0.624,0.251,30.1,8.7,3.9,12.6,0.229,6.7,0.3,6.9,5.9
99,10.4,0.531,0.109,21.7,0.5,0.8,1.3,0.051,0.2,-1.9,-1.8,0
100,27.5,0.58,0.424,32.6,5.9,5.1,11,0.195,4.4,1.4,5.9,5.4
101,10.6,0.528,0.383,12,0.1,0.4,0.5,0.097,-5,0.4,-4.6,-0.2
102,11.5,0.563,0.57,12,1,0.7,1.7,0.104,-3.2,-0.8,-4.1,-0.4
103,16,0.645,0.359,12.3,2.3,3,5.2,0.189,-1.4,2,0.6,0.9
104,13.1,0.549,0.159,14.9,1.9,1.2,3.1,0.104,0.3,-0.6,-0.2,0.6
105,7.5,0.456,0.24,18.3,-1.2,1.3,0.1,0.005,-5.3,-0.3,-5.6,-1.1
106,9.4,0.501,0.18,16.3,0.3,0.9,1.2,0.029,-2.5,-1.8,-4.2,-1.1
107,10.1,0.47,0.149,14.2,0.1,0.8,0.9,0.029,-1.4,-0.6,-2.1,0
108,24,0.552,0.419,34.3,6.7,2.4,9,0.166,4.1,-1,3,3.3
109,16.8,0.51,0.276,20.5,0.2,0.3,0.5,0.111,-1.8,-1.9,-3.7,-0.1
110,9,0.494,0.107,15.6,-0.1,1.2,1.1,0.041,-2.3,-0.2,-2.5,-0.1
111,14.2,0.555,0.253,14,3.2,2.5,5.7,0.103,-0.8,0.6,-0.1,1.3
112,12.7,0.581,0.526,14.1,1.9,0.9,2.8,0.101,-1.3,0.4,-1,0.4
113,10.6,0.451,0.248,17.4,0,0.5,0.5,0.059,-3.2,1.8,-1.5,0.1
114,19.8,0.575,0.335,27.1,5,2.6,7.5,0.147,2.7,-0.1,2.6,2.9
115,20.9,0.518,0.39,22.4,1.4,5.3,6.7,0.133,0.1,0.8,1,1.8
116,10.6,0.579,0.188,13.8,1.1,0.7,1.8,0.064,-1.1,0.1,-1,0.3
117,10.1,0.573,0.205,14,0.8,0.7,1.5,0.086,-1.3,-0.1,-1.4,0.1
117,7.6,0.539,0.211,13.7,0.1,0.2,0.3,0.041,-2.7,-0.4,-3.1,-0.1
117,11.9,0.597,0.2,14.3,0.7,0.5,1.2,0.12,-0.3,0.2,-0.1,0.2
118,8.1,0.432,0.188,14.2,-1.2,1.3,0.1,0.004,-4.5,1.8,-2.8,-0.3
119,27.6,0.651,0.374,27.8,8,4,12,0.278,6.7,2.2,8.9,5.7
120,9.7,0.523,0.474,16.2,0.1,0,0.1,0.054,-0.8,-1.7,-2.4,0
121,7.5,0.444,0.125,24.7,-0.4,0.2,-0.2,-0.071,-4.1,-1.8,-5.9,-0.1
122,12.6,0.565,0.077,17.9,2.1,1.2,3.3,0.105,0.8,-0.9,-0.1,0.7
123,9.9,0.514,0.23,16.8,-0.7,1.7,1.1,0.026,-3.1,0.2,-2.9,-0.5
124,24.1,0.584,0.569,36,0.5,1.5,1.9,0.117,1.9,2.7,4.5,1.3
125,10.6,0.581,0.343,13,1.4,1.7,3.1,0.101,-1.9,0.7,-1.2,0.3
126,10.9,0.521,0.12,19.1,0.1,0.3,0.4,0.031,-2.4,-0.8,-3.2,-0.2
126,4,0.444,0.047,19.3,-0.4,0.1,-0.2,-0.061,-6.4,-1.6,-8,-0.3
126,14.3,0.553,0.153,19,0.5,0.1,0.6,0.077,-0.5,-0.4,-0.8,0.1
127,15.5,0.501,0.249,26.7,-0.2,0.9,0.7,0.045,-0.1,0.5,0.4,0.5
127,15.8,0.491,0.256,27.2,-0.1,0.7,0.5,0.053,-0.9,0.9,0,0.2
127,14.9,0.516,0.238,26,0,0.3,0.2,0.034,1,-0.1,0.9,0.2
128,8.5,0.521,0.201,18.1,-0.1,1.3,1.2,0.046,-3.2,-0.1,-3.3,-0.4
129,20.3,0.588,0.454,18.3,3.3,1.2,4.5,0.168,1.5,-1.2,0.3,0.7
130,14.4,0.5,0,19.4,0,0,0,0.063,2.8,-0.7,2.1,0
131,15.8,0.512,0.261,20.7,0.5,2.2,2.7,0.109,-1.2,1.2,-0.1,0.6
132,11.4,0.462,0.31,24.2,-0.3,0.4,0.1,0.008,-3.1,0.7,-2.4,0
133,15.3,0.603,0.421,12.4,2.1,1.3,3.4,0.158,-0.6,-0.1,-0.7,0.3
134,10.9,0.496,0.125,16.5,0.2,1.8,1.9,0.055,-2,0.7,-1.3,0.3
135,13.1,0.533,0.226,19.6,0.8,1,1.8,0.072,-0.9,-0.3,-1.1,0.3
135,6.5,0.482,0.327,19.9,-0.2,0,-0.2,-0.05,-4.1,-3.3,-7.5,-0.2
135,14.1,0.541,0.212,19.5,1,0.9,2,0.09,-0.4,0.2,-0.2,0.5
136,7.7,0.486,0.183,11.6,-0.1,1.5,1.4,0.041,-3.3,0.6,-2.6,-0.3
137,5.9,0.462,0.061,17.9,-0.2,0.2,0.1,0.014,-3.9,-1.5,-5.4,-0.2
138,13.9,0.555,0.298,23.5,1.7,1.1,2.8,0.059,-0.2,-1.1,-1.3,0.4
139,7.3,0.506,0.194,14.4,-0.6,0.7,0.2,0.006,-3.7,-0.7,-4.4,-0.8
140,12.4,0.504,0.319,16.3,1,1.4,2.4,0.075,-2.5,-0.2,-2.7,-0.3
141,15.6,0.612,0.142,19.3,2.3,1.4,3.7,0.125,1.4,-0.4,1,1.1
142,17.4,0.622,0.516,20,6.2,0.7,6.8,0.154,2.8,-1.4,1.4,1.9
143,10.4,0.51,0.117,18.4,0.2,1.1,1.3,0.04,-1.5,-0.7,-2.3,-0.1
143,11.2,0.508,0.118,19.5,0.2,1,1.2,0.052,-1.2,-0.2,-1.5,0.1
143,8,0.522,0.115,15.4,0,0.1,0.1,0.007,-2.6,-2.1,-4.7,-0.3
144,-9.2,0,0,10.2,-0.2,0,-0.2,-0.25,-13.3,-4.6,-17.9,-0.2
145,20.3,0.554,0.286,26.4,4.2,3.5,7.7,0.145,3.8,1.4,5.2,4.6
146,20.2,0.578,0.305,21.3,3.3,3.1,6.4,0.19,2.6,1.5,4,2.5
147,17.9,0.559,0.312,25.8,0.8,1,1.8,0.087,1.4,0.5,1.9,1
148,-2.1,0.184,0.2,15,-0.1,0,-0.1,-0.136,-9.2,-2.9,-12.1,-0.1
149,3.1,0.306,0.643,10.5,-0.1,0.1,-0.1,-0.032,-7.5,0.7,-6.7,-0.1
150,20.2,0.587,0.277,28.9,3.9,3.1,7.1,0.126,3,0.1,3.1,3.4
151,10.2,0.614,1.429,12.3,0.1,0,0.1,0.107,-4,-0.5,-4.5,0
152,9.5,0.492,0.305,26.3,-0.3,0.2,-0.1,-0.03,-3.1,-0.7,-3.7,-0.1
153,15,0.543,0.223,19.3,1.6,2.5,4,0.097,-1.1,-0.4,-1.5,0.2
153,15.4,0.549,0.225,19.2,1.4,1.9,3.3,0.104,-1,-0.2,-1.2,0.3
153,13.8,0.528,0.218,19.5,0.2,0.6,0.8,0.076,-1.7,-0.9,-2.5,-0.1
154,13.9,0.532,0.244,20.4,0.6,2.4,3,0.11,-0.7,2.1,1.4,1.1
155,23.3,0.681,0.762,16.7,8.3,6,14.3,0.25,2.2,2.2,4.4,4.4
156,18.7,0.651,0.636,19.8,0.6,0.1,0.7,0.153,2.2,-0.3,1.9,0.2
156,19.7,0.798,2,13.9,0.2,0,0.2,0.291,3,0.3,3.3,0
156,18.6,0.633,0.525,20.7,0.4,0.1,0.5,0.131,2,-0.4,1.6,0.2
157,14.5,0.53,0.251,20.1,2,1.7,3.7,0.077,-0.3,-0.7,-1,0.6
158,13.2,0.557,0.172,22.1,2.5,1.4,3.8,0.079,1.3,-1.4,-0.1,1.1
159,15.4,0.593,0.236,14.7,3.9,2.9,6.8,0.127,-0.3,-0.5,-0.8,0.8
160,10.6,0.612,0.375,11.8,0.3,0.2,0.4,0.108,-1.8,0.8,-1,0.1
161,10.1,0.556,0.448,12.1,1.1,1.8,2.9,0.091,-2.1,0.8,-1.3,0.3
161,3,0.39,0.471,24.9,-0.2,0,-0.1,-0.144,-8,-0.3,-8.3,-0.1
161,10.3,0.566,0.447,11.8,1.3,1.7,3,0.098,-1.9,0.9,-1.1,0.4
162,13.2,0.555,0.243,16,1.4,1.2,2.5,0.119,-1.3,1.4,0.1,0.6
163,10.1,0.537,0.071,13.5,0.4,3,3.4,0.09,-1,1.9,0.8,1.3
164,16.5,0.522,0.328,16.2,2.8,5.4,8.2,0.16,1,3.9,4.9,4.3
165,11.9,0.524,0.177,22.7,0.1,0.4,0.6,0.05,-1,-2,-3,-0.1
166,13.5,0.601,0.334,14.4,3.2,2.6,5.8,0.132,-0.9,0.2,-0.8,0.6
167,10.5,0.505,0.301,20.3,-0.2,0.9,0.7,0.022,-2.4,-1.2,-3.6,-0.6
168,22.6,0.569,0.434,28,5.4,2.4,7.7,0.179,4.2,0.5,4.7,3.5
169,13.6,0.55,0.137,16.2,1,1,2.1,0.084,-0.5,-0.3,-0.8,0.4
170,8.4,0.472,0.476,17.6,-0.2,0.2,0,-0.001,-6.6,0,-6.6,-0.2
171,15.2,0.568,0.235,22.5,2.7,2.1,4.8,0.107,1,-0.4,0.5,1.4
172,27.4,0.613,0.575,34.2,11.5,3.6,15,0.245,7.5,1.2,8.7,8
173,13.1,0.57,0.199,15.2,2.3,1.9,4.2,0.091,-0.8,0.1,-0.6,0.8
174,4.9,0.5,0,22.4,-0.1,0,-0.1,-0.103,-5.1,-5.2,-10.3,-0.1
175,19.2,0.662,0.351,17.6,3.1,1,4.1,0.183,0.9,0.1,1,0.8
176,13.8,0.549,0.378,19.7,1.1,1.1,2.2,0.096,-1,0.7,-0.4,0.4
177,16.5,0.611,0.21,18.4,3.9,0.7,4.6,0.124,1.5,-0.9,0.7,1.2
178,9,0.558,0.135,16.5,0.1,0.6,0.8,0.032,-2.6,-0.9,-3.5,-0.4
179,-2.2,0.239,0.267,35.4,-0.2,0,-0.2,-0.364,-8.8,-6,-14.8,-0.1
180,16.9,0.568,0.213,21.7,4,2.8,6.8,0.128,1.3,0.3,1.6,2.3
181,-2.2,0.102,0.5,12.9,-0.1,0,-0.1,-0.146,-10.1,-1.7,-11.8,0
182,8.7,0.477,0.539,16.4,0,1.5,1.6,0.051,-4,0.6,-3.4,-0.5
183,8.8,0.524,0.652,12.8,0,0.2,0.2,0.074,-6.1,0.9,-5.3,-0.1
184,15.6,0.562,0.188,19.8,0.7,1,1.7,0.102,-0.3,0.8,0.5,0.5
184,14.8,0.545,0.156,19.6,0.3,0.8,1.1,0.086,-1.1,0.9,-0.1,0.3
184,18.6,0.62,0.305,20.3,0.4,0.2,0.6,0.16,2.3,0.5,2.8,0.2
185,22.2,0.595,0.371,27.6,7.1,3.3,10.4,0.199,4.6,0.5,5,4.5
186,10.8,0.529,0.298,17.9,1,1,2,0.059,-2.2,-0.9,-3.1,-0.5
187,15.3,0.55,0.346,16.6,1.2,1.6,2.7,0.116,-2.3,0.7,-1.6,0.1
188,13.4,0.592,0.339,14.6,1.2,0.6,1.8,0.104,0.1,-0.2,-0.1,0.4
189,19,0.564,0.269,20.3,1.8,1.6,3.4,0.123,0.3,-0.5,-0.3,0.6
190,7.2,0.45,0.152,18.8,-1.4,0.8,-0.7,-0.033,-4.1,-0.9,-5,-0.7
191,13.5,0.614,0.51,14,1,0.8,1.8,0.129,-3.2,0.9,-2.3,0
191,13.5,0.613,0.521,14,1,0.8,1.8,0.129,-3.2,0.8,-2.4,-0.1
191,16.3,0.667,0,15.5,0,0,0,0.119,-4.6,4.1,-0.5,0
192,11.8,0.541,0.099,21.3,0,1.3,1.3,0.032,-0.6,-1.4,-2,0
192,9.9,0.503,0.07,20.4,-0.4,0.9,0.5,0.02,-1.7,-1.1,-2.8,-0.2
192,14.9,0.6,0.145,22.9,0.4,0.4,0.8,0.053,1.1,-1.9,-0.8,0.2
193,18.9,0.63,0.496,19.7,2.5,1.6,4.1,0.165,0,0.8,0.8,0.8
194,19.3,0.599,0.323,23.5,4,1.9,5.9,0.182,3,0.8,3.8,2.3
195,5.5,0.432,0.154,16.8,-0.1,0,0,-0.033,-7.1,-5.2,-12.3,-0.1
196,8,0.527,0.268,11.5,0.4,2.3,2.7,0.055,-3.5,0.8,-2.7,-0.4
197,5.9,0.459,0.222,19.3,-0.6,0.4,-0.2,-0.027,-5.8,-0.2,-6,-0.4
198,17.1,0.532,0.188,23.5,1.3,2.6,3.8,0.084,1,0.2,1.3,1.8
199,12.7,0.549,0.149,16.9,1.3,1.2,2.5,0.073,-0.5,0.2,-0.3,0.7
200,13.7,0.517,0.467,18.7,0.4,2.2,2.6,0.07,-2.2,0.9,-1.3,0.3
201,18.6,0.611,0.25,18.6,2.2,1.6,3.8,0.151,0.5,0.5,1,0.9
202,12.4,0.522,0.173,22.9,0.7,1.9,2.6,0.078,-0.6,-0.3,-0.9,0.4
203,17.7,0.553,0.169,19.7,3.6,2.7,6.3,0.138,2.3,1.1,3.4,3
204,12.2,,,0,0,0,0,0.163,-8.9,9.8,0.9,0
205,20.8,0.627,0.692,19.2,3.8,4.5,8.3,0.181,0.6,0.8,1.4,1.9
206,9.1,0.417,0.25,17,-0.2,0.1,-0.1,-0.025,-3.3,-1.3,-4.6,-0.2
207,26.1,0.612,0.091,15.7,0.1,0,0.2,0.265,7.6,1.2,8.8,0.1
208,13.6,0.514,0.383,17.6,0.6,1.1,1.6,0.115,-2,-0.1,-2,0
209,-3.2,0,0,4.8,0,0,0,-0.088,-7.8,-1.2,-9,0
210,16.4,0.566,0.127,20.9,2.5,2.6,5.1,0.101,0.4,-0.3,0.1,1.2
210,17.5,0.569,0.129,20.8,2.1,1.7,3.8,0.108,0.9,-0.2,0.7,1.2
210,13.8,0.556,0.122,20.9,0.4,0.8,1.3,0.085,-0.8,-0.6,-1.5,0.1
211,14.3,0.624,0.246,11.2,4.1,2.9,6.9,0.167,0.8,1.7,2.5,2.3
212,14.6,0.546,0.233,22.2,1.8,2.3,4.1,0.091,0.4,-0.3,0.1,1.1
212,6.9,0.469,0,13.7,-0.1,0.1,0,0.012,-4.1,1.4,-2.7,0
212,15.4,0.553,0.219,23.6,1.4,1.3,2.6,0.088,1.3,-0.8,0.4,0.9
212,13.5,0.53,0.288,19.9,0.5,0.9,1.4,0.106,-1,0.6,-0.4,0.3
213,12.4,0.604,0.151,13.9,2,3,5,0.123,-0.7,2.3,1.6,1.8
214,8.5,0.474,0.312,16.8,-1,0.7,-0.3,-0.007,-3,-1.4,-4.4,-1.4
215,23,0.58,0.231,30.8,7.4,1.5,8.9,0.17,4.7,-1.3,3.4,3.4
216,7.7,0.773,0.667,9.2,0,0,0,0.06,-4.8,3.4,-1.4,0
217,30.8,0.753,1.5,17.3,0.1,0,0.1,0.386,9.7,0.1,9.8,0.1
218,13,0.416,0.179,25.3,0,0.1,0,0.021,-2.7,-1.7,-4.4,-0.1
219,14.9,0.51,0.201,26.4,0.8,1.2,1.9,0.065,0.4,-1.4,-1,0.4
220,27,0.619,0.395,30,9.8,3,12.9,0.221,6.4,1.2,7.6,6.7
221,18.9,0.526,0.18,26.1,1.2,1.1,2.3,0.119,-0.3,-1.1,-1.4,0.1
222,8.3,0.574,0.315,12.2,1.3,0.8,2.1,0.063,-2.5,-0.6,-3.1,-0.4
223,17.3,0.595,0.4,18.9,0,0,0,0.167,4.3,-2.1,2.2,0
224,12.1,0.479,0.284,17.6,0.7,1,1.7,0.046,-1.2,-1.2,-2.4,-0.2
224,12.7,0.508,0.315,18.1,0.8,0.7,1.5,0.052,-0.8,-1.2,-2,0
224,9.7,0.357,0.16,15.8,-0.1,0.3,0.2,0.025,-2.8,-1.2,-4,-0.2
225,9.3,0.537,0.141,11.4,0.8,1.3,2.1,0.08,-2.3,0,-2.4,-0.1
